Radio Frequency,Azimuth,Angle Of Elevation,Ground_Truth
5400,1.748751705,1.839997642,Emitter_2
5400,0.240663474,0.362964359,Emitter_1
5402.987435,0.369124294,0,Emitter_1
5404.733414,1.70525608,1.495827353,Emitter_2
5403.79866,1.986581492,0.423243406,Noise
5407.915354,0.381762187,0.245391376,Emitter_1
5408.255404,0.598677567,1.658534638,Noise
5409.835868,0.457865645,0.299379545,Emitter_1
5400.64959,0.25925732,1.397246428,Noise
5400,0.759001663,0,Emitter_1
5401.473226,1.761787655,1.541471517,Emitter_2
5407.085043,1.79511312,1.925956145,Emitter_2
5400,0.406872877,0.036839269,Emitter_1
5400,2,2,Emitter_2
5400,2,1.392900748,Emitter_2
5400,1.874043556,2,Emitter_2
5400,1.697381724,1.945147088,Emitter_2
5400,1.746019634,2,Emitter_2
5410,1.965343997,2,Emitter_2
5400,1.688423258,1.640885067,Emitter_2
5410,1.819065841,2,Emitter_2
5410,1.532731332,1.837205806,Emitter_2
5410,1.762778194,1.771476688,Emitter_2
5400,2,1.761245836,Emitter_2
5408.064318,1.80116188,1.85379259,Emitter_2
5405.952071,0.104413911,0.062786418,Emitter_1
5401.368346,0.466912036,0.974126077,Noise
5410,1.923044164,1.609384454,Emitter_2
5410,1.807664501,1.915408598,Emitter_2
5400,0.202312455,0.375409435,Emitter_1
5400,1.777081311,1.838293458,Emitter_2
5400,2,1.770207219,Emitter_2
5409.05486,0.170568329,0.997463013,Noise
5405.452239,1.986336943,1.866547059,Emitter_2
5402.89625,1.370925785,1.768420104,Noise
5402.208043,1.544270595,2.028561863,Emitter_2
5410,1.965320613,2,Emitter_2
5408.039815,0.268734435,0,Emitter_1
5400,2,1.628472644,Emitter_2
5403.308232,1.93432842,2,Emitter_2
5400,1.895027881,1.747332421,Emitter_2
5410,1.973536481,1.681043654,Emitter_2
5405.27663,1.527237094,1.765868149,Emitter_2
5410,1.986237095,1.990855711,Emitter_2
5410,1.894644188,1.928472444,Emitter_2
5400,1.854024103,1.766907854,Emitter_2
5404.597115,2,1.668052652,Emitter_2
5405.166399,0.625719245,1.725907339,Noise
5407.689132,1.962511538,1.984701386,Emitter_2
5400,1.766912308,1.780128537,Emitter_2
5400.261943,1.288066813,1.786099714,Emitter_2
5410,1.488618199,1.687837819,Emitter_2
5400,1.548832746,1.477875535,Emitter_2
5400,1.970570419,1.806924462,Emitter_2
5410,2,1.538936037,Emitter_2
5403.326755,1.917725977,1.963963077,Emitter_2
5402.774409,1.943559151,1.697545017,Emitter_2
5400,2,1.665335201,Emitter_2
5400,1.909058837,1.622137746,Emitter_2
5400,1.542004194,1.823065247,Emitter_2
5400,1.955948958,1.877351151,Emitter_2
5402.959268,2,1.476491131,Emitter_2
5400,1.719922163,1.939526438,Emitter_2
5400,1.42848406,1.575070062,Emitter_2
5410,2,1.922627447,Emitter_2
5409.633841,1.794683545,2,Emitter_2
5400,1.337558949,1.835518759,Emitter_2
5410,0.297239242,0,Emitter_1
5400,1.441838351,1.702319278,Emitter_2
5404.721036,1.223346726,0.136214702,Noise
5400,1.56408098,1.509671718,Emitter_2
5400,1.983395843,1.798098415,Emitter_2
5401.629901,0.079995523,-0.208253893,Emitter_1
5410,1.864737786,1.850223668,Emitter_2
5400,0.335477668,0.208475323,Emitter_1
5400,0.141871803,0.038360836,Emitter_1
5400,1.487031208,1.996901255,Emitter_2
5400.156226,0.970310487,0.668547253,Noise
5410,0.572435189,0,Emitter_1
5406.414792,1.676690854,1.904400136,Emitter_2
5410,1.43566408,1.878554961,Emitter_2
5400,1.711875487,1.811945053,Emitter_2
5409.124811,1.153668894,0.299189619,Noise
5409.07245,0.43745498,0.090953073,Emitter_1
5400.296935,1.84453797,1.883125699,Emitter_2
5400.986575,0.40147794,0,Emitter_1
5400,0.486598599,0,Emitter_1
5409.652417,1.222590657,0.823993107,Noise
5404.78335,0.324654462,0,Emitter_1
5400,2,1.909118365,Emitter_2
5401.447714,1.84620153,1.706151008,Emitter_2
5400,1.78457022,1.695534742,Emitter_2
5400,1.42941556,1.514658116,Emitter_2
5410,1.498106236,2,Emitter_2
5406.957947,1.58828846,1.841995143,Emitter_2
5400,1.727218184,1.948863157,Emitter_2
5400,1.926038126,1.989647415,Emitter_2
5402.432632,0.388932806,0.348236214,Emitter_1
5407.585746,0.120636221,0.158104319,Emitter_1
5403.539778,0.828994159,1.49257672,Noise
5400,1.61984483,1.504650355,Emitter_2
5403.251686,1.950737453,1.618048435,Emitter_2
5410,0.272474565,0,Emitter_1
5407.483507,1.533260981,1.808788111,Noise
5400,0.383885116,0.032924997,Emitter_1
5400,2,1.965968347,Emitter_2
5407.456375,1.516989857,1.670093022,Emitter_2
5410,0.152863487,0,Emitter_1
5400,1.724849567,1.677359238,Emitter_2
5400,0.547087133,0,Emitter_1
5410,1.941273805,1.76227263,Emitter_2
5400,1.897670708,1.50004228,Emitter_2
5400,0.389561692,0,Emitter_1
5410,2,2,Emitter_2
5406.962396,1.722365663,1.800595446,Emitter_2
5400,1.718165939,1.917300136,Emitter_2
5403.65877,1.673936898,1.639879976,Emitter_2
5400,1.834663146,1.742405234,Emitter_2
5400.269597,0.907535964,0.036800253,Noise
5410,1.989723119,1.768963374,Emitter_2
5400,2,1.834133039,Emitter_2
5410,0.176365981,0,Emitter_1
5400,2,1.712619822,Emitter_2
5400,0.220802107,0,Emitter_1
5400,0.292430859,0.230030657,Emitter_1
5400,0,0.37012055,Emitter_1
5410,0.425448519,0,Emitter_1
5400,1.864206862,1.442071816,Emitter_2
5410,2,1.543957179,Emitter_2
5406.059274,1.783050039,2,Emitter_2
5410,1.746642517,1.960852422,Emitter_2
5400,1.937569018,1.715997607,Emitter_2
5410,0.051752281,0,Emitter_1
5400,1.566363242,1.734797279,Emitter_2
5402.912214,0.203386008,0.130636291,Noise
5400,1.657159435,1.714212655,Emitter_2
5409.650735,1.93534992,2,Emitter_2
5411.527893,2.005418438,1.920715156,Emitter_2
5410,1.882727217,1.496061516,Emitter_2
5410,0.46110042,0,Emitter_1
5400,1.617546061,1.871203215,Emitter_2
5400,2,2,Emitter_2
5400,1.615401476,2,Emitter_2
5400,0.108208647,0.324632561,Emitter_1
5400,1.785296758,1.70833445,Emitter_2
5400,1.690480111,1.781615123,Emitter_2
5400,1.874243842,1.505936062,Emitter_2
5400,1.604344978,1.566620032,Emitter_2
5400,2,1.57254224,Emitter_2
5400,1.741919286,1.943614941,Emitter_2
5410,1.628729406,1.952960515,Emitter_2
5407.11611,2,1.802972699,Emitter_2
5400,1.756115151,1.429964151,Emitter_2
5402.170166,1.393899925,1.53229386,Emitter_2
5410,2,1.637799135,Emitter_2
5400,1.771635373,1.577843906,Emitter_2
5400,1.925753603,1.656188974,Emitter_2
5410,1.547498052,1.881451101,Emitter_2
5402.676118,1.478277287,2,Emitter_2
5400,2,1.648715773,Emitter_2
5400.0176,0.142355472,0,Emitter_1
5410,1.695317035,1.375160229,Emitter_2
5400.047385,1.111723588,0.041918385,Noise
5402.33974,1.317586639,0.273421078,Noise
5400.060261,0.798657803,0.785942632,Noise
5400,1.92936107,1.872179498,Emitter_2
5402.415458,1.583717588,1.584892944,Emitter_2
5400,1.800921086,1.298388715,Emitter_2
5403.146525,0,0.341161459,Emitter_1
5401.71661,2,1.852391241,Emitter_2
5405.754699,1.266390035,0.78300722,Noise
5408.997619,2,1.788420314,Emitter_2
5400,2,2,Emitter_2
5402.881744,0.627978038,0.054772987,Emitter_1
5410,2,1.380598879,Emitter_2
5402.967365,0.085159724,0,Emitter_1
5410,1.847085458,1.689631284,Emitter_2
5400,1.794253098,1.859084007,Emitter_2
5400,1.921277994,2,Emitter_2
5405.175178,0.695742484,0.986396922,Noise
5400,1.333164935,2,Emitter_2
5407.500352,1.725319662,1.383935765,Emitter_2
5410,1.920797024,1.670996454,Emitter_2
5408.149981,1.390329364,1.80095987,Emitter_2
5401.817265,0.389531485,0,Emitter_1
5407.830521,2,1.746935912,Emitter_2
5404.580966,0.387439098,0.017660547,Emitter_1
5407.320099,1.80230647,1.804694749,Emitter_2
5409.66823,1.923031872,0.321693606,Noise
5400,1.950734544,1.696706932,Emitter_2
5405.233425,0.412557654,0.082421091,Emitter_1
5398.301509,1.524009049,1.884615561,Emitter_2
5401.743287,0.647498697,0,Emitter_1
5409.097322,0.242380688,0.98730674,Noise
5400,1.960703784,1.976441218,Emitter_2
5410,0.060106836,0.280805818,Emitter_1
5402.298,0,0,Emitter_1
5399.308754,0.181188002,0.034812246,Emitter_1
5400,1.771585382,1.931519895,Emitter_2
5410,1.815829259,1.903386696,Emitter_2
5408.798029,1.919693552,0.947189452,Noise
5400,0.092730663,0.161917185,Emitter_1
5400,0.082831686,0.5734838,Emitter_1
5410,0.399740284,0.161198488,Emitter_1
5403.883771,1.683923043,1.516975864,Emitter_2
5406.167555,1.884023134,0.19470136,Noise
5410,1.733928715,1.946569202,Emitter_2
5406.679549,1.816240373,1.856893228,Emitter_2
5400,1.798152611,1.897930145,Emitter_2
5400,1.703816329,2,Emitter_2
5405.581654,1.871038691,1.907430752,Emitter_2
5400,1.637597104,1.894842077,Emitter_2
5400,2,1.808396429,Emitter_2
5409.609756,1.781105988,1.834318246,Emitter_2
5405.451403,1.574049493,1.853144257,Emitter_2
5400,1.728792202,2,Emitter_2
5402.880481,1.46969662,1.861392132,Emitter_2
5408.06798,0.473457299,1.336556858,Noise
5400,2,1.960687853,Emitter_2
5400,1.707215088,1.541035405,Emitter_2
5404.119963,2,1.701387229,Emitter_2
5403.719994,0.292861717,0.315308533,Emitter_1
5410,1.910017857,1.622350427,Emitter_2
5410,1.974273261,2,Emitter_2
5410,1.76238127,1.798665794,Emitter_2
5404.825723,1.759721888,1.626763137,Emitter_2
5403.890075,0.437197256,0,Emitter_1
5400,2,1.763398491,Emitter_2
5400,1.903391284,1.8689154,Emitter_2
5400,1.989141183,1.861013679,Emitter_2
5410,0.329795127,0,Emitter_1
5406.173451,0.761257046,0.002399682,Noise
5406.351224,0.18055995,0.282536082,Noise
5406.05657,0.288188318,0,Emitter_1
5401.522319,0.736403816,0.520638204,Noise
5410,1.76078304,1.483154509,Emitter_2
5408.14932,0.624773432,0.03168759,Emitter_1
5400,1.671021464,2,Emitter_2
5400,1.519494259,1.943808348,Emitter_2
5402.073649,0.106391832,0.027965087,Emitter_1
5406.569585,1.72320783,1.734598496,Emitter_2
5400,1.772743454,1.618793959,Emitter_2
5400,1.713283407,1.90607366,Emitter_2
5400,0.381036967,0.409945725,Emitter_1
5400,1.426167389,1.76792904,Emitter_2
5410,1.797848499,1.831017682,Emitter_2
5400,1.328814136,1.80673585,Emitter_2
5400,1.709341361,1.678279445,Emitter_2
5400,0.196138865,0,Emitter_1
5400,0.194325655,0.148439057,Emitter_1
5410,0.183134672,0.134468179,Emitter_1
5400,1.428877909,1.551541853,Emitter_2
5407.72224,0.335935887,0,Emitter_1
5400,1.672273806,1.93444725,Emitter_2
5400,1.726708254,2,Emitter_2
5400.173864,0.076425887,0.269860951,Emitter_1
5405.624729,0.498404731,0,Emitter_1
5410,1.631309385,1.698252043,Emitter_2
5400,1.719291686,1.667391707,Emitter_2
5405.794156,1.700645602,1.776998343,Emitter_2
5409.099064,0.054042429,0,Emitter_1
5400.900743,1.314627042,1.410458108,Emitter_2
5400,0.215140295,0,Emitter_1
5402.295783,0.242232476,1.456162162,Noise
5403.904223,2,1.919314203,Emitter_2
5400.199281,1.96399884,2,Emitter_2
5410,0.196794509,0,Emitter_1
5400,1.954211817,1.794229861,Emitter_2
5400,1.431725941,1.573152272,Emitter_2
5400,1.821577103,1.8245937,Emitter_2
5403.69072,1.607312065,1.427430978,Emitter_2
5400,1.723688851,1.62017075,Emitter_2
5400,1.506185132,1.903541707,Emitter_2
5402.485708,1.69531642,1.236956206,Noise
5401.94918,1.600462025,1.998568797,Noise
5407.429907,1.78613285,1.784346209,Emitter_2
5400,1.299195709,1.859491087,Emitter_2
5407.436768,2,1.850879688,Emitter_2
5410,1.790686823,2,Emitter_2
5410,2,1.675774952,Emitter_2
5400,1.754737706,1.796596074,Emitter_2
5410,0.259464148,0,Emitter_1
5410,1.880520135,1.81335605,Emitter_2
5408.990921,1.758391503,1.88942793,Emitter_2
5410,1.853805511,1.797474249,Emitter_2
5410,1.866990573,2,Emitter_2
5402.157217,1.118034426,1.475115591,Noise
5400.773803,1.786207499,1.688727712,Emitter_2
5400,1.75719171,1.759716227,Emitter_2
5403.573999,2,1.882877725,Emitter_2
5404.035711,0.2329195,1.999551419,Noise
5410,0.387678013,0,Emitter_1
5402.804001,0.537431327,0,Emitter_1
5410,1.79928156,1.697515004,Emitter_2
5400,0.183876602,0.016854844,Emitter_1
5400,1.577993193,1.968526901,Emitter_2
5400,1.733186488,1.838091326,Emitter_2
5400,1.52193141,1.688220547,Emitter_2
5400,0.36531544,0,Emitter_1
5401.602283,0.548417,0,Emitter_1
5400,1.786435529,1.608758093,Emitter_2
5410,1.562347922,1.951068765,Emitter_2
5410,1.775836557,1.928733726,Emitter_2
5404.112773,1.788520005,1.695419023,Emitter_2
5408.836564,1.960979233,1.721143509,Emitter_2
5400.37536,1.54647845,1.552955416,Emitter_2
5400,1.798091402,1.737508207,Emitter_2
5403.687529,1.654759249,2,Emitter_2
5400.958694,0.057827099,0.336404243,Emitter_1
5400,2,2,Emitter_2
5406.368351,1.978319075,1.818192653,Emitter_2
5410,1.772442931,1.457821347,Emitter_2
5410,1.899874824,1.868765315,Emitter_2
5400,1.601865545,1.671630418,Emitter_2
5400.308882,1.620610522,2.131566978,Emitter_2
5405.33197,0.307565866,0.778544686,Noise
5400.768967,1.632213502,1.640758291,Emitter_2
5400,0.3546637,0,Emitter_1
5410,1.910120714,1.764272071,Emitter_2
5410,1.958843713,1.804259098,Emitter_2
5409.205749,1.624672349,1.561223379,Emitter_2
5400,2,1.728669504,Emitter_2
5400,2,1.719106453,Emitter_2
5407.916859,2,1.896315225,Emitter_2
5410,1.902849151,1.914910117,Emitter_2
5410,2,1.940176005,Emitter_2
5400,0.080933241,0,Emitter_1
5410,1.921066506,2,Emitter_2
5410,0.448369499,0.177299248,Emitter_1
5402.326497,0.401297123,1.163967748,Noise
5400,1.598525305,1.631368483,Emitter_2
5410,0.54675566,0.221696682,Emitter_1
5400,0.57499089,0,Emitter_1
5410,1.517953805,1.910360504,Emitter_2
5400,1.841481376,1.865516123,Emitter_2
5410,1.701371672,2,Emitter_2
5404.3976,2,1.858256237,Emitter_2
5400,1.889147111,1.908653637,Emitter_2
5409.123755,1.713218629,1.905708883,Emitter_2
5400.976092,1.514291709,2,Emitter_2
5410,1.658039363,2,Emitter_2
5400,1.719027807,1.916271281,Emitter_2
5403.310675,1.530958619,1.669730889,Emitter_2
5410,1.672349929,1.352414666,Emitter_2
5410,1.915857196,1.597636076,Emitter_2
5410,1.77167438,1.962813485,Emitter_2
5400,2,1.487265044,Emitter_2
5400,0.679936084,0.126448217,Emitter_1
5400,0.32040361,0,Emitter_1
5408.79946,0.87250637,0.707200948,Noise
5400,0.011118752,0.057407125,Emitter_1
5400,1.99113188,1.904675409,Emitter_2
5410,1.772769014,1.896190827,Emitter_2
5402.797041,1.85820346,1.949223377,Emitter_2
5400,1.322950671,1.684617564,Emitter_2
5410,2,1.634579388,Emitter_2
5400,0.326338272,0.106836398,Emitter_1
5400,1.840277737,2,Emitter_2
5400,1.904845104,2,Emitter_2
5400,0.289776599,0,Emitter_1
5400,1.826476392,1.634956662,Emitter_2
5401.691394,1.820356283,1.880142232,Emitter_2
5401.479025,1.579761221,1.921587225,Emitter_2
5403.41715,0.201931499,0.029012996,Emitter_1
5402.575388,1.341897882,1.793218603,Emitter_2
5400,1.529669636,1.724201495,Emitter_2
5400,1.641952029,1.941493038,Emitter_2
5400,0.279824758,0,Emitter_1
5404.551952,1.680532899,1.878013565,Emitter_2
5409.823234,1.874230552,1.615904021,Emitter_2
5400,1.964354955,1.595263952,Emitter_2
5402.809335,1.690964408,1.995594739,Emitter_2
5410,2,1.576616837,Emitter_2
5400.911367,0.335856295,0.219331459,Emitter_1
5410,1.670604542,1.66790191,Emitter_2
5403.927551,0.563304882,1.596187361,Noise
5410,1.72261968,1.716538105,Emitter_2
5400,0.320095295,0,Emitter_1
5410,1.670800186,1.666881392,Emitter_2
5408.521585,1.847968112,1.891066636,Emitter_2
5410,1.816395713,2,Emitter_2
5400,0.23496027,0.031596474,Emitter_1
5403.549268,0,0.052326741,Emitter_1
5401.744284,0.326002049,0.191130745,Emitter_1
5405.07954,0.413698823,0,Emitter_1
5410,0.082335933,0.079690822,Emitter_1
5400,1.630618355,1.679579317,Emitter_2
5400,1.895646864,1.712492285,Emitter_2
5400.761179,0.067660303,0.404430401,Emitter_1
5400,1.802557066,1.841973208,Emitter_2
5400,1.920605793,1.89282458,Emitter_2
5400,1.346873937,1.760168573,Emitter_2
5400,0.612284928,0.383316101,Emitter_1
5400,1.628557882,2,Emitter_2
5400,1.557219251,2,Emitter_2
5410,1.842819432,1.166631269,Emitter_2
5400,1.887842459,1.515152729,Emitter_2
5410,1.588279505,1.778319403,Emitter_2
5407.757915,0.04998643,0,Emitter_1
5400,2,1.498228233,Emitter_2
5405.472481,0.080779393,0,Emitter_1
5410,0.499485879,0.302999221,Emitter_1
5410,1.631861604,1.58512547,Emitter_2
5400,2,1.825179611,Emitter_2
5408.893068,0.224558732,1.897550956,Noise
5400,0.280636254,0.067855335,Emitter_1
5406.885494,1.575592761,1.705023061,Emitter_2
5405.121898,1.849995888,1.983353158,Emitter_2
5400,0.359708293,0,Emitter_1
5406.169978,0.740932154,1.963225611,Noise
5405.284952,1.707940715,1.750120301,Emitter_2
5410,1.388335814,2,Emitter_2
5400,0.595819549,0.142488772,Emitter_1
5400,1.743391292,2,Emitter_2
5405.519037,1.945501844,1.456739935,Noise
5400.086559,1.62550967,1.843911483,Emitter_2
5400,0.21634746,0.061928121,Emitter_1
5400,0.55414056,0,Emitter_1
5400,0.402817607,0,Emitter_1
5400,1.797680083,2,Emitter_2
5400,0.438513808,0,Emitter_1
5400,1.752827917,1.965475506,Emitter_2
5410,2,1.744289428,Emitter_2
5400,1.875739099,2,Emitter_2
5410,1.809923408,1.938006405,Emitter_2
5405.098333,1.711171874,1.588377862,Emitter_2
5405.558092,1.505352518,1.950295681,Emitter_2
5400,1.798441869,2,Emitter_2
5400,0.647781173,0,Emitter_1
5407.090153,1.554378752,1.764974356,Emitter_2
5406.471547,0.413124731,0.060919623,Emitter_1
5406.154077,0.606972121,0,Emitter_1
5402.976634,0.786503778,1.750584814,Noise
5400,1.824521076,1.564714547,Emitter_2
5400,2,1.725125604,Emitter_2
5409.530314,0.380639504,0.535066692,Noise
5406.432694,1.776150744,1.689756273,Emitter_2
5407.646483,1.780977265,2,Emitter_2
5400,1.947304721,1.927585443,Emitter_2
5410,1.73969112,1.772012325,Emitter_2
5410,0.13477164,0,Emitter_1
5398.764652,1.679416002,2.060531028,Emitter_2
5400.92918,0.199330912,1.878533166,Noise
5400.930227,0.517745442,1.088312747,Noise
5400,0.63616802,0,Emitter_1
5400,1.951912971,1.815415549,Emitter_2
5400,1.596430024,1.935543554,Emitter_2
5400,1.503493532,1.7741452,Emitter_2
5410,2,1.561146657,Emitter_2
5410,1.740996358,1.780227501,Emitter_2
5400,0.009923563,0.077577878,Emitter_1
5400,1.775002539,2,Emitter_2
5407.165566,1.477957796,2,Emitter_2
5401.12859,1.771720055,1.910434211,Emitter_2
5410,0.333949948,0.086212249,Emitter_1
5410,1.654629062,1.838419755,Emitter_2
5400,1.849002188,2,Emitter_2
5400,1.836318906,1.330595054,Emitter_2
5407.9729,0.067862772,0,Emitter_1
5407.08693,1.77103855,1.893529025,Emitter_2
5400,1.82986841,1.751687238,Emitter_2
5400,1.819349449,1.547214098,Emitter_2
5404.889763,0.385259591,0,Emitter_1
5410,1.877057614,1.529548146,Emitter_2
5400,1.947417327,1.904178468,Emitter_2
5400,0.32675633,0,Emitter_1
5400,0.19562979,0.385755068,Emitter_1
5399.097324,-0.042317776,0.28001989,Emitter_1
5400,1.902333419,2,Emitter_2
5403.853126,0.167200448,0,Emitter_1
5401.901886,1.695855792,1.84332415,Emitter_2
5400,0.172765412,0.026031491,Emitter_1
5400,0.236134866,0,Emitter_1
5402.706392,0.392285342,0.490365223,Noise
5403.522061,1.632872097,2,Emitter_2
5400,0.159579372,0,Emitter_1
5400,1.601781781,1.959130985,Emitter_2
5400,1.852772005,1.708451145,Emitter_2
5400.149453,1.680166639,1.289581262,Emitter_2
5400,1.868229146,1.590366876,Emitter_2
5400,0.363790639,0.109931696,Emitter_1
5409.319711,0.373685621,1.077442998,Noise
5402.140683,1.685894011,1.771765761,Emitter_2
5403.61159,0.36235995,0,Emitter_1
5408.359526,1.890877082,2.051819351,Emitter_2
5405.579713,1.839711852,1.902670059,Emitter_2
5400,1.626470117,1.980189405,Emitter_2
5400,1.52001896,1.954427071,Emitter_2
5408.26814,1.441713426,1.935999462,Noise
5408.03369,0.721399827,0,Emitter_1
5405.813597,0.213162119,0.957224552,Noise
5403.179375,1.892129206,2,Emitter_2
5400,1.961707845,1.5462323,Emitter_2
5406.091555,1.9328166,1.761758271,Emitter_2
5400,1.477290006,1.876601763,Emitter_2
5410,0,0.088961796,Emitter_1
5400.500555,1.977812129,1.976033041,Emitter_2
5400,2,1.739676251,Emitter_2
5404.913309,1.777681939,1.94061773,Emitter_2
5410,1.51402375,1.608598159,Emitter_2
5398.720157,0.367886342,0.041829142,Emitter_1
5400,1.961761367,1.873463946,Emitter_2
5400,1.313803973,1.456922758,Emitter_2
5400,1.848994656,2,Emitter_2
5400,1.761397955,1.409801758,Emitter_2
5408.55241,1.398731715,1.267467493,Noise
5408.081652,1.793640901,2,Emitter_2
5410,1.439586404,2,Emitter_2
5406.854977,1.786897138,1.653054487,Emitter_2
5401.440794,0.472635751,0,Emitter_1
5400,1.699502357,1.618990451,Emitter_2
5400,2,1.543507893,Emitter_2
5402.424473,1.846428047,0.326213433,Noise
5406.201179,0.139024466,0.295962145,Noise
5399.801156,1.840433138,1.897775895,Emitter_2
5410,1.668026963,1.935618892,Emitter_2
5403.270384,1.77576195,1.580728197,Emitter_2
5400,0.378107648,0.125471425,Emitter_1
5400,1.714565015,1.689713508,Emitter_2
5401.870119,0.762059757,0.038844119,Emitter_1
5401.141506,0.10115942,0,Emitter_1
5410,1.429335322,1.587121913,Emitter_2
5400,1.605392485,1.885531856,Emitter_2
5407.451411,1.538594221,0.421761349,Noise
5406.712104,1.866790427,2,Emitter_2
5407.871997,1.869437411,1.883517799,Emitter_2
5400,1.616569131,1.465533385,Emitter_2
5406.837877,0.80350781,1.939872683,Noise
5400,1.800422191,1.884962389,Emitter_2
5401.106168,0.418394641,0,Emitter_1
5406.50279,0.153239965,0,Emitter_1
5400,1.923247907,1.923402698,Emitter_2
5400,1.824152759,1.829907575,Emitter_2
5400,1.738052859,1.868445219,Emitter_2
5410,0.779996773,0.292697472,Emitter_1
5410,0.38180776,0.098951416,Emitter_1
5400,0.551423631,0,Emitter_1
5400,0.265435546,0,Emitter_1
5404.829236,0.185036829,0.631845361,Noise
5408.858992,0.152472105,1.589581415,Noise
